iter	Passed	Remaining
1662	54125	75216
1663	54160	75186
1664	54187	75146
1665	54217	75110
1666	54251	75079
1667	54284	75047
1668	54320	75019
1669	54350	74983
1670	54382	74950
1671	54414	74917
1672	54444	74881
1673	54483	74857
1674	54525	74838
1675	54567	74818
1676	54599	74785
1677	54627	74745
1678	54655	74707
1679	54679	74663
1680	54712	74631
1681	54745	74599
1682	54777	74566
1683	54805	74527
1684	54831	74486
1685	54856	74443
1686	54885	74405
1687	54916	74372
1688	54948	74338
1689	54979	74304
1690	55006	74263
1691	55039	74232
1692	55098	74234
1693	55151	74230
1694	55210	74233
1695	55269	74235
1696	55317	74224
1697	55361	74206
1698	55404	74188
1699	55439	74158
1700	55468	74121
1701	55495	74081
1702	55522	74041
1703	55557	74011
1704	55589	73977
1705	55628	73954
1706	55676	73941
1707	55718	73922
1708	55761	73902
1709	55799	73876
1710	55831	73843
1711	55867	73815
1712	55895	73776
1713	55926	73742
1714	55955	73704
1715	56000	73688
1716	56040	73664
1717	56080	73642
1718	56120	73619
1719	56163	73600
1720	56204	73578
1721	56235	73544
1722	56272	73517
1723	56302	73480
1724	56332	73444
1725	56360	73405
1726	56403	73386
1727	56442	73361
1728	56486	73344
1729	56515	73306
1730	56546	73271
1731	56580	73241
1732	56611	73205
1733	56645	73175
1734	56679	73144
1735	56708	73106
1736	56740	73072
1737	56766	73032
1738	56799	73000
1739	56834	72970
1740	56870	72941
1741	56902	72908
1742	56934	72874
1743	56963	72837
1744	56991	72799
1745	57025	72768
1746	57057	72734
1747	57090	72701
1748	57123	72669
1749	57150	72630
1750	57178	72592
1751	57206	72552
1752	57237	72518
1753	57270	72486
1754	57307	72458
1755	57340	72426
1756	57378	72400
1757	57415	72373
1758	57456	72351
1759	57499	72332
1760	57543	72313
1761	57577	72282
1762	57611	72250
1763	57641	72214
1764	57670	72177
1765	57704	72147
1766	57738	72115
1767	57778	72091
1768	57826	72078
1769	57862	72050
1770	57900	72023
1771	57933	71991
1772	58018	72024
1773	58109	72064
1774	58157	72050
1775	58191	72018
1776	58223	71984
1777	58272	71971
1778	58318	71955
1779	58355	71927
1780	58392	71900
1781	58430	71874
1782	58467	71846
1783	58497	71810
1784	58527	71773
1785	58559	71739
1786	58590	71705
1787	58621	71670
1788	58653	71636
1789	58680	71596
1790	58707	71557
1791	58735	71518
1792	58770	71488
1793	58803	71455
1794	58839	71427
1795	58870	71391
1796	58897	71352
1797	58928	71317
1798	58963	71287
1799	58995	71253
1800	59029	71222
1801	59063	71191
1802	59092	71154
1803	59124	71119
1804	59151	71079
1805	59183	71045
1806	59216	71014
1807	59249	70981
1808	59284	70951
1809	59314	70914
1810	59349	70884
1811	59380	70850
1812	59416	70820
1813	59447	70786
1814	59481	70755
1815	59512	70720
1816	59537	70677
1817	59562	70635
1818	59587	70594
1819	59621	70563
1820	59654	70530
1821	59689	70499
1822	59723	70469
1823	59766	70447
1824	59802	70418
1825	59844	70397
1826	59886	70375
1827	59927	70352
1828	59969	70331
1829	60005	70301
1830	60031	70261
1831	60061	70224
1832	60095	70192
1833	60128	70161
1834	60163	70130
1835	60199	70101
1836	60245	70083
1837	60285	70060
1838	60331	70042
1839	60373	70019
1840	60407	69988
1841	60437	69952
1842	60466	69915
1843	60492	69874
1844	60526	69843
1845	60559	69810
1846	60604	69791
1847	60649	69772
1848	60687	69746
1849	60737	69732
1850	60780	69712
1851	60812	69678
1852	60849	69649
1853	60875	69609
1854	60903	69571
1855	60930	69531
1856	60963	69498
1857	60998	69468
1858	61041	69447
1859	61087	69429
1860	61126	69403
1861	61162	69374
1862	61199	69346
1863	61235	69317
1864	61280	69297
1865	61320	69272
1866	61356	69243
1867	61383	69204
1868	61410	69165
1869	61442	69131
1870	61474	69097
1871	61509	69066
1872	61544	69036
1873	61584	69011
1874	61624	68986
1875	61657	68953
1876	61690	68921
1877	61722	68887
1878	61756	68855
1879	61783	68816
1880	61812	68778
1881	61839	68739
1882	61872	68707
1883	61904	68673
1884	61935	68638
1885	61968	68606
1886	61998	68570
1887	62030	68535
1888	62069	68510
1889	62113	68489
1890	62154	68464
1891	62194	68440
1892	62230	68410
1893	62262	68376
1894	62294	68342
1895	62328	68311
1896	62361	68278
1897	62394	68245
1898	62423	68209
1899	62450	68169
1900	62477	68129
1901	62503	68089
1902	62534	68055
1903	62566	68020
1904	62598	67988
1905	62631	67954
1906	62659	67916
1907	62687	67878
1908	62718	67843
1909	62750	67810
1910	62781	67775
1911	62814	67742
1912	62845	67708
1913	62876	67672
1914	62902	67632
1915	62930	67594
1916	62961	67559
1917	62992	67524
1918	63026	67492
1919	63062	67463
1920	63089	67425
1921	63118	67388
1922	63151	67355
1923	63183	67321
1924	63215	67287
1925	63249	67255
1926	63280	67221
1927	63306	67180
1928	63335	67143
1929	63372	67116
1930	63406	67084
1931	63438	67050
1932	63469	67015
1933	63500	66980
1934	63528	66942
1935	63554	66902
1936	63584	66866
1937	63615	66832
1938	63649	66800
1939	63684	66770
1940	63725	66745
1941	63754	66709
1942	63783	66672
1943	63818	66641
1944	63851	66609
1945	63882	66574
1946	63916	66542
1947	63944	66505
1948	63971	66465
1949	63998	66426
1950	64029	66392
1951	64068	66366
1952	64103	66335
1953	64137	66303
1954	64169	66270
1955	64198	66233
1956	64233	66203
1957	64268	66171
1958	64301	66139
1959	64333	66106
1960	64366	66073
1961	64394	66035
1962	64425	66000
1963	64454	65963
1964	64494	65938
1965	64526	65904
1966	64634	65948
1967	64686	65935
1968	64727	65911
1969	64762	65880
1970	64799	65851
1971	64838	65824
1972	64869	65790
1973	64908	65762
1974	64952	65742
1975	64988	65711
1976	65031	65689
1977	65079	65671
1978	65127	65654
1979	65179	65640
1980	65229	65624
1981	65278	65607
1982	65318	65582
1983	65357	65555
1984	65390	65522
1985	65430	65496
1986	65489	65489
1987	65529	65463
1988	65567	65436
1989	65600	65402
1990	65633	65369
1991	65667	65337
1992	65698	65302
1993	65728	65267
1994	65769	65241
1995	65812	65218
1996	65852	65192
1997	65889	65164
1998	65924	65132
1999	65955	65098
2000	65984	65061
2001	66013	65024
2002	66046	64991
2003	66079	64958
2004	66112	64925
2005	66153	64900
2006	66193	64874
2007	66224	64839
2008	66256	64805
2009	66290	64773
2010	66324	64741
2011	66358	64709
2012	66394	64679
2013	66429	64647
2014	66458	64611
2015	66494	64581
2016	66529	64550
2017	66567	64522
2018	66601	64490
2019	66633	64455
2020	66659	64416
2021	66694	64385
2022	66726	64352
2023	66757	64316
2024	66789	64282
2025	66821	64248
2026	66848	64210
2027	66875	64171
2028	66901	64132
2029	66932	64096
2030	66963	64062
2031	66994	64027
2032	67031	63998
2033	67060	63961
2034	67093	63928
2035	67129	63898
2036	67164	63866
2037	67195	63832
2038	67229	63800
2039	67261	63766
2040	67291	63730
2041	67319	63692
2042	67350	63658
2043	67383	63624
2044	67416	63591
2045	67448	63558
2046	67479	63523
2047	67512	63490
2048	67541	63453
2049	67569	63416
2050	67607	63388
2051	67639	63354
2052	67673	63321
2053	67705	63288
2054	67732	63250
2055	67760	63212
2056	67792	63178
2057	67824	63144
2058	67859	63113
2059	67892	63080
2060	67922	63044
2061	67949	63006
2062	67976	62968
2063	68003	62929
2064	68035	62896
2065	68067	62862
2066	68102	62831
2067	68134	62797
2068	68160	62757
2069	68191	62722
2070	68223	62688
2071	68256	62656
2072	68288	62622
2073	68322	62590
2074	68357	62559
2075	68386	62522
2076	68414	62485
2077	68442	62448
2078	68476	62415
2079	68509	62383
2080	68542	62349
2081	68576	62318
2082	68608	62284
2083	68638	62249
2084	68673	62217
2085	68707	62185
2086	68741	62153
2087	68775	62122
2088	68806	62087
2089	68833	62048
2090	68860	62010
2091	68891	61976
2092	68922	61941
2093	68955	61908
2094	68990	61877
2095	69023	61844
2096	69051	61807
2097	69082	61772
2098	69116	61740
2099	69150	61708
2100	69183	61675
2101	69215	61642
2102	69244	61605
2103	69270	61566
2104	69297	61528
2105	69325	61491
2106	69359	61459
2107	69394	61428
2108	69431	61398
2109	69469	61370
2110	69501	61336
2111	69527	61297
2112	69560	61264
2113	69592	61231
2114	69627	61200
2115	69664	61170
2116	69694	61135
2117	69720	61095
2118	69751	61061
2119	69783	61027
2120	69817	60995
2121	69852	60964
2122	69883	60930
2123	69911	60893
2124	69938	60854
2125	69969	60820
2126	70004	60789
2127	70036	60755
2128	70070	60723
2129	70103	60690
2130	70131	60653
2131	70159	60615
2132	70195	60586
2133	70228	60552
2134	70261	60520
2135	70296	60489
2136	70329	60456
2137	70358	60420
2138	70386	60382
2139	70412	60343
2140	70443	60309
2141	70477	60278
2142	70511	60246
2143	70543	60212
2144	70577	60179
2145	70604	60142
2146	70637	60109
2147	70670	60076
2148	70706	60046
2149	70819	60081
2150	70880	60072
2151	70921	60045
2152	70954	60013
2153	70992	59984
2154	71030	59955
2155	71066	59925
2156	71095	59888
2157	71127	59854
2158	71159	59821
2159	71193	59789
2160	71229	59759
2161	71257	59721
2162	71283	59683
2163	71313	59647
2164	71346	59614
2165	71377	59580
2166	71408	59545
2167	71439	59510
2168	71467	59473
2169	71496	59437
2170	71522	59399
2171	71553	59364
2172	71586	59331
2173	71616	59295
2174	71647	59261
2175	71674	59224
2176	71701	59185
2177	71726	59146
2178	71758	59112
2179	71788	59077
2180	71819	59043
2181	71853	59010
2182	71884	58976
2183	71910	58937
2184	71938	58900
2185	71963	58861
2186	71997	58829
2187	72028	58794
2188	72058	58759
2189	72090	58726
2190	72119	58689
2191	72147	58652
2192	72175	58616
2193	72206	58581
2194	72237	58546
2195	72269	58513
2196	72301	58479
2197	72336	58448
2198	72361	58409
2199	72388	58371
2200	72418	58336
2201	72457	58308
2202	72495	58279
2203	72534	58251
2204	72566	58218
2205	72597	58183
2206	72638	58157
2207	72671	58124
2208	72704	58091
2209	72739	58059
2210	72772	58026
2211	72801	57991
2212	72830	57954
2213	72860	57919
2214	72892	57886
2215	72925	57853
2216	72957	57819
2217	72989	57785
2218	73027	57757
2219	73055	57720
2220	73087	57686
2221	73124	57657
2222	73163	57628
2223	73203	57602
2224	73240	57572
2225	73276	57541
2226	73315	57513
2227	73347	57480
2228	73379	57446
2229	73412	57413
2230	73445	57380
2231	73473	57343
2232	73500	57306
2233	73530	57270
2234	73565	57239
2235	73600	57207
2236	73632	57174
2237	73666	57142
2238	73695	57106
2239	73722	57069
2240	73754	57035
2241	73785	57001
2242	73821	56970
2243	73856	56939
2244	73890	56907
2245	73916	56869
2246	73943	56831
2247	73969	56793
2248	74002	56760
2249	74038	56730
2250	74079	56703
2251	74116	56673
2252	74144	56636
2253	74172	56599
2254	74203	56565
2255	74236	56533
2256	74270	56500
2257	74305	56469
2258	74346	56442
2259	74376	56407
2260	74406	56372
2261	74442	56342
2262	74476	56309
2263	74511	56278
2264	74549	56249
2265	74579	56214
2266	74607	56177
2267	74640	56144
2268	74673	56111
2269	74706	56079
2270	74739	56046
2271	74769	56011
2272	74797	55974
2273	74826	55938
2274	74860	55906
2275	74895	55875
2276	74929	55843
2277	74965	55812
2278	74991	55775
2279	75018	55737
2280	75047	55701
2281	75080	55668
2282	75110	55634
2283	75145	55602
2284	75178	55569
2285	75212	55537
2286	75247	55506
2287	75286	55478
2288	75327	55451
2289	75369	55424
2290	75411	55398
2291	75447	55367
2292	75477	55332
2293	75507	55297
2294	75538	55262
2295	75569	55229
2296	75637	55221
2297	75693	55205
2298	75756	55194
2299	75791	55163
2300	75825	55130
2301	75865	55103
2302	75902	55073
2303	75937	55041
2304	75971	55009
2305	76004	54976
2306	76045	54948
2307	76074	54913
2308	76106	54879
2309	76137	54845
2310	76168	54811
2311	76204	54780
2312	76237	54746
2313	76266	54711
2314	76292	54673
2315	76329	54643
2316	76362	54610
2317	76396	54578
2318	76433	54548
2319	76469	54517
2320	76499	54482
2321	76527	54446
2322	76557	54410
2323	76589	54377
2324	76620	54342
2325	76652	54308
2326	76683	54275
2327	76711	54238
2328	76737	54200
2329	76763	54163
2330	76794	54128
2331	76826	54094
2332	76856	54059
2333	76888	54026
2334	76921	53993
2335	76949	53956
2336	76977	53920
2337	77008	53886
2338	77038	53851
2339	77069	53817
2340	77100	53782
2341	77131	53748
2342	77157	53710
2343	77184	53673
2344	77214	53638
2345	77244	53603
2346	77275	53569
2347	77308	53536
2348	77339	53502
2349	77367	53465
2350	77395	53429
2351	77421	53391
2352	77452	53357
2353	77483	53323
2354	77515	53289
2355	77549	53257
2356	77583	53225
2357	77610	53188
2358	77647	53158
2359	77682	53126
2360	77715	53094
2361	77751	53063
2362	77788	53033
2363	77813	52994
2364	77840	52957
2365	77866	52920
2366	77897	52886
2367	77931	52853
2368	77968	52823
2369	78005	52793
2370	78036	52759
2371	78065	52724
2372	78101	52693
2373	78135	52660
2374	78167	52627
2375	78201	52595
2376	78233	52561
2377	78260	52524
2378	78287	52488
2379	78315	52451
2380	78347	52417
2381	78380	52385
2382	78413	52352
2383	78447	52320
2384	78484	52290
2385	78512	52254
2386	78544	52220
2387	78575	52186
2388	78605	52151
2389	78638	52118
2390	78670	52084
2391	78696	52047
2392	78720	52008
2393	78754	51976
2394	78785	51942
2395	78817	51909
2396	78850	51876
2397	78886	51845
2398	78928	51818
2399	78967	51789
2400	79012	51764
2401	79059	51741
2402	79105	51716
2403	79145	51687
2404	79184	51658
2405	79229	51634
2406	79271	51607
2407	79306	51575
2408	79341	51544
2409	79372	51509
2410	79404	51476
2411	79436	51442
2412	79472	51411
2413	79519	51387
2414	79569	51366
2415	79604	51334
2416	79648	51308
2417	79688	51280
2418	79728	51251
2419	79769	51224
2420	79804	51191
2421	79833	51156
2422	79861	51120
2423	79895	51088
2424	79931	51057
2425	79968	51026
2426	80004	50995
2427	80034	50961
2428	80061	50924
2429	80097	50892
2430	80128	50858
2431	80162	50826
2432	80196	50794
2433	80231	50762
2434	80260	50727
2435	80290	50692
2436	80322	50658
2437	80354	50625
2438	80388	50592
2439	80425	50562
2440	80558	50592
2441	80632	50585
2442	80669	50554
2443	80703	50522
2444	80734	50487
2445	80779	50462
2446	80822	50435
2447	80862	50406
2448	80907	50381
2449	80963	50362
2450	81013	50339
2451	81055	50312
2452	81095	50283
2453	81140	50257
2454	81181	50230
2455	81210	50194
2456	81251	50165
2457	81290	50136
2458	81334	50110
2459	81374	50081
2460	81409	50049
2461	81439	50014
2462	81473	49982
2463	81512	49952
2464	81549	49921
2465	81586	49891
2466	81620	49859
2467	81650	49823
2468	81684	49791
2469	81715	49757
2470	81748	49724
2471	81786	49693
2472	81824	49663
2473	81857	49630
2474	81886	49594
2475	81923	49564
2476	81964	49536
2477	81999	49504
2478	82035	49472
2479	82069	49439
2480	82099	49405
2481	82131	49371
2482	82162	49337
2483	82197	49305
2484	82231	49272
2485	82265	49239
2486	82292	49203
2487	82323	49169
2488	82357	49136
2489	82390	49103
2490	82424	49071
2491	82457	49037
2492	82484	49001
2493	82510	48963
2494	82546	48932
2495	82577	48898
2496	82608	48863
2497	82639	48829
2498	82671	48795
2499	82702	48761
2500	82736	48728
2501	82768	48694
2502	82798	48660
2503	82828	48625
2504	82861	48591
2505	82897	48561
2506	82928	48526
2507	82957	48490
2508	82990	48457
2509	83023	48424
2510	83055	48391
2511	83088	48357
2512	83120	48324
2513	83144	48286
2514	83170	48248
2515	83197	48212
2516	83236	48182
2517	83269	48149
2518	83303	48117
2519	83344	48088
2520	83374	48053
2521	83398	48015
2522	83428	47980
2523	83462	47947
2524	83494	47914
2525	83529	47882
2526	83564	47850
2527	83592	47814
2528	83619	47777
2529	83653	47745
2530	83687	47712
2531	83719	47678
2532	83760	47650
2533	83795	47618
2534	83823	47582
2535	83852	47547
2536	83888	47516
2537	83923	47483
2538	83955	47450
2539	83989	47417
2540	84023	47385
2541	84052	47349
2542	84079	47313
2543	84111	47279
2544	84144	47246
2545	84178	47213
2546	84212	47181
2547	84246	47148
2548	84276	47114
2549	84304	47078
2550	84339	47046
2551	84372	47013
2552	84405	46979
2553	84439	46947
2554	84473	46915
2555	84501	46879
2556	84528	46842
2557	84560	46809
2558	84592	46775
2559	84624	46741
2560	84656	46708
2561	84690	46675
2562	84725	46643
2563	84753	46607
2564	84779	46570
2565	84812	46537
2566	84842	46502
2567	84873	46468
2568	84903	46433
2569	84936	46401
2570	84971	46368
2571	85027	46348
2572	85061	46316
2573	85094	46283
2574	85222	46301
2575	85301	46293
2576	85339	46262
2577	85372	46229
2578	85406	46196
2579	85463	46176
2580	85512	46152
2581	85555	46124
2582	85602	46098
2583	85638	46067
2584	85672	46034
2585	85699	45998
2586	85728	45962
2587	85770	45934
2588	85801	45899
2589	85835	45867
2590	85865	45832
2591	85894	45797
2592	85920	45760
2593	85951	45725
2594	85982	45691
2595	86016	45658
2596	86052	45627
2597	86086	45594
2598	86114	45559
2599	86141	45522
2600	86174	45489
2601	86207	45456
2602	86238	45421
2603	86269	45387
2604	86304	45355
2605	86330	45318
2606	86363	45285
2607	86395	45251
2608	86429	45218
2609	86463	45186
2610	86497	45153
2611	86532	45121
2612	86558	45084
2613	86584	45047
2614	86612	45012
2615	86646	44979
2616	86678	44945
2617	86714	44914
2618	86751	44882
2619	86787	44851
2620	86820	44817
2621	86854	44785
2622	86892	44754
2623	86925	44721
2624	86959	44688
2625	86993	44656
2626	87023	44621
2627	87051	44585
2628	87081	44551
2629	87113	44517
2630	87147	44484
2631	87180	44451
2632	87213	44418
2633	87241	44382
2634	87269	44346
2635	87297	44311
2636	87328	44276
2637	87358	44242
2638	87388	44207
2639	87419	44173
2640	87449	44138
2641	87475	44101
2642	87500	44064
2643	87529	44029
2644	87560	43995
2645	87591	43961
2646	87623	43927
2647	87659	43896
2648	87686	43859
2649	87713	43823
2650	87743	43789
2651	87774	43755
2652	87806	43721
2653	87838	43687
2654	87879	43658
2655	87921	43629
2656	87952	43595
2657	87984	43561
2658	88016	43528
2659	88048	43494
2660	88084	43463
2661	88118	43430
2662	88150	43396
2663	88184	43364
2664	88218	43331
2665	88251	43298
2666	88299	43272
2667	88341	43243
2668	88379	43212
2669	88423	43184
2670	88466	43157
2671	88516	43131
2672	88551	43099
2673	88585	43067
2674	88614	43031
2675	88648	42998
2676	88684	42967
2677	88717	42934
2678	88754	42903
2679	88803	42877
2680	88853	42852
2681	88904	42828
2682	88949	42800
2683	88994	42772
2684	89038	42745
2685	89083	42717
2686	89125	42688
2687	89145	42649
2688	89177	42615
2689	89210	42582
2690	89245	42549
2691	89279	42517
2692	89311	42483
2693	89342	42449
2694	89374	42415
2695	89412	42384
2696	89456	42356
2697	89494	42325
2698	89532	42294
2699	89573	42265
2700	89615	42236
2701	89655	42206
2702	89695	42176
2703	89732	42145
2704	89765	42111
2705	89798	42078
2706	89831	42045
2707	89864	42012
2708	89898	41979
2709	89935	41947
2710	89976	41918
2711	90010	41885
2712	90048	41854
2713	90085	41823
2714	90121	41791
2715	90155	41758
2716	90185	41723
2717	90230	41695
2718	90262	41662
2719	90293	41627
2720	90324	41593
2721	90391	41576
2722	90453	41556
2723	90487	41523
2724	90523	41491
2725	90571	41464
2726	90643	41449
2727	90689	41422
2728	90723	41389
2729	90758	41356
2730	90792	41323
2731	90841	41297
2732	90879	41266
2733	90912	41233
2734	90945	41199
2735	90984	41169
2736	91020	41137
2737	91064	41108
2738	91094	41074
2739	91127	41040
2740	91162	41008
2741	91199	40976
2742	91242	40947
2743	91276	40914
2744	91308	40881
2745	91341	40847
2746	91375	40814
2747	91408	40781
2748	91442	40748
2749	91476	40715
2750	91506	40680
2751	91551	40652
2752	91587	40620
2753	91619	40586
2754	91653	40553
2755	91686	40520
2756	91715	40485
2757	91748	40451
2758	91780	40417
2759	91813	40384
2760	91847	40351
2761	91879	40317
2762	91912	40284
2763	91942	40249
2764	91968	40213
2765	92002	40180
2766	92031	40145
2767	92062	40111
2768	92101	40080
2769	92132	40045
2770	92159	40010
2771	92188	39974
2772	92221	39941
2773	92252	39907
2774	92283	39873
2775	92316	39839
2776	92347	39805
2777	92383	39773
2778	92414	39739
2779	92451	39707
2780	92492	39677
2781	92526	39644
2782	92558	39610
2783	92591	39577
2784	92628	39545
2785	92669	39515
2786	92714	39487
2787	92760	39459
2788	92818	39436
2789	92894	39421
2790	92935	39391
2791	92967	39357
2792	93002	39325
2793	93041	39294
2794	93074	39261
2795	93100	39224
2796	93138	39193
2797	93174	39161
2798	93211	39129
2799	93246	39096
2800	93280	39063
2801	93317	39032
2802	93351	38999
2803	93385	38966
2804	93418	38932
2805	93455	38900
2806	93488	38867
2807	93521	38834
2808	93553	38800
2809	93585	38766
2810	93616	38732
2811	93649	38698
2812	93688	38667
2813	93715	38631
2814	93752	38599
2815	93785	38566
2816	93817	38532
2817	93847	38498
2818	93878	38464
2819	93909	38429
2820	93948	38398
2821	93979	38364
2822	94013	38331
2823	94046	38298
2824	94076	38263
2825	94114	38231
2826	94144	38197
2827	94173	38162
2828	94201	38126
2829	94230	38091
2830	94267	38059
2831	94298	38025
2832	94331	37992
2833	94364	37958
2834	94399	37926
2835	94426	37890
2836	94458	37856
2837	94490	37822
2838	94522	37788
2839	94555	37755
2840	94588	37722
2841	94623	37689
2842	94652	37654
2843	94687	37621
2844	94723	37589
2845	94755	37555
2846	94790	37523
2847	94823	37489
2848	94852	37454
2849	94880	37419
2850	94912	37385
2851	94943	37351
2852	94973	37317
2853	95003	37282
2854	95036	37248
2855	95073	37217
2856	95099	37181
2857	95128	37146
2858	95160	37112
2859	95197	37080
2860	95230	37047
2861	95262	37013
2862	95293	36978
2863	95318	36942
2864	95344	36906
2865	95376	36872
2866	95406	36838
2867	95437	36803
2868	95468	36769
2869	95499	36735
2870	95529	36701
2871	95565	36668
2872	95612	36641
2873	95663	36614
2874	95713	36587
2875	95762	36560
2876	95796	36527
2877	95829	36493
2878	95862	36460
2879	95895	36427
2880	95931	36394
2881	95965	36361
2882	95995	36327
2883	96029	36294
2884	96061	36260
2885	96094	36226
2886	96166	36208
2887	96252	36194
2888	96290	36163
2889	96326	36130
2890	96358	36097
2891	96396	36065
2892	96459	36043
2893	96512	36017
2894	96561	35989
2895	96598	35957
2896	96633	35924
2897	96677	35895
2898	96712	35862
2899	96746	35829
2900	96780	35796
2901	96820	35765
2902	96862	35735
2903	96900	35703
2904	96932	35669
2905	96964	35636
2906	96997	35602
2907	97034	35570
2908	97084	35543
2909	97123	35511
2910	97161	35480
2911	97194	35446
2912	97226	35412
2913	97260	35379
2914	97300	35348
2915	97332	35314
2916	97365	35281
2917	97397	35247
2918	97429	35213
2919	97463	35180
2920	97497	35147
2921	97526	35112
2922	97559	35078
2923	97593	35045
2924	97624	35011
2925	97657	34977
2926	97690	34944
2927	97723	34910
2928	97750	34875
2929	97783	34841
2930	97813	34807
2931	97847	34774
2932	97881	34740
2933	97914	34707
2934	97947	34673
2935	97975	34638
2936	98006	34604
2937	98039	34570
2938	98071	34537
2939	98103	34503
2940	98139	34470
2941	98172	34437
2942	98202	34402
2943	98234	34368
2944	98266	34334
2945	98298	34301
2946	98329	34266
2947	98365	34234
2948	98399	34201
2949	98428	34166
2950	98460	34132
2951	98495	34099
2952	98527	34065
2953	98560	34032
2954	98593	33999
2955	98627	33965
2956	98654	33930
2957	98681	33894
2958	98714	33861
2959	98745	33827
2960	98779	33793
2961	98812	33760
2962	98845	33726
2963	98879	33693
2964	98914	33661
2965	98948	33627
2966	98980	33593
2967	99014	33561
2968	99049	33528
2969	99089	33496
2970	99119	33462
2971	99153	33429
2972	99186	33395
2973	99218	33361
2974	99250	33328
2975	99283	33294
2976	99313	33260
2977	99347	33227
2978	99378	33192
2979	99414	33160
2980	99447	33127
2981	99482	33093
2982	99515	33060
2983	99542	33025
2984	99572	32990
2985	99605	32957
2986	99636	32923
2987	99670	32889
2988	99703	32856
2989	99736	32823
2990	99765	32788
2991	99796	32753
2992	99828	32720
2993	99861	32686
2994	99894	32653
2995	99932	32621
2996	99966	32588
2997	99994	32553
2998	100029	32520
2999	100062	32487
3000	100095	32453
3001	100128	32419
3002	100161	32386
3003	100194	32353
3004	100221	32317
3005	100248	32282
3006	100281	32248
3007	100315	32215
3008	100348	32182
3009	100383	32149
3010	100415	32115
3011	100446	32081
3012	100481	32048
3013	100511	32014
3014	100543	31980
3015	100575	31946
3016	100610	31913
3017	100644	31880
3018	100672	31845
3019	100704	31811
3020	100735	31778
3021	100768	31744
3022	100799	31710
3023	100833	31677
3024	100867	31644
3025	100894	31608
3026	100925	31574
3027	100958	31541
3028	100994	31508
3029	101027	31475
3030	101061	31442
3031	101102	31411
3032	101136	31377
3033	101169	31344
3034	101201	31310
3035	101234	31277
3036	101268	31244
3037	101301	31210
3038	101331	31176
3039	101363	31142
3040	101396	31109
3041	101428	31075
3042	101459	31041
3043	101493	31008
3044	101530	30975
3045	101560	30941
3046	101592	30907
3047	101625	30874
3048	101658	30840
3049	101690	30807
3050	101723	30773
3051	101757	30740
3052	101786	30706
3053	101817	30671
3054	101849	30638
3055	101883	30604
3056	101913	30570
3057	101995	30551
3058	102072	30531
3059	102106	30498
3060	102139	30465
3061	102173	30431
3062	102214	30400
3063	102273	30375
3064	102327	30347
3065	102369	30316
3066	102403	30283
3067	102439	30250
3068	102476	30218
3069	102511	30185
3070	102545	30152
3071	102579	30119
3072	102618	30087
3073	102652	30054
3074	102695	30023
3075	102729	29990
3076	102762	29957
3077	102796	29923
3078	102832	29891
3079	102865	29857
3080	102915	29829
3081	102949	29795
3082	102985	29763
3083	103020	29730
3084	103056	29697
3085	103103	29668
3086	103141	29635
3087	103173	29602
3088	103206	29568
3089	103242	29535
3090	103276	29502
3091	103316	29471
3092	103351	29438
3093	103383	29404
3094	103415	29370
3095	103448	29337
3096	103483	29304
3097	103522	29272
3098	103560	29240
3099	103593	29206
3100	103626	29173
3101	103663	29140
3102	103695	29107
3103	103728	29073
3104	103763	29040
3105	103795	29006
3106	103828	28972
3107	103860	28939
3108	103894	28905
3109	103928	28872
3110	103963	28839
3111	103997	28806
3112	104028	28772
3113	104062	28739
3114	104097	28706
3115	104131	28672
3116	104168	28640
3117	104201	28607
3118	104235	28573
3119	104268	28540
3120	104302	28506
3121	104335	28473
3122	104364	28438
3123	104396	28405
3124	104428	28371
3125	104461	28337
3126	104495	28304
3127	104532	28271
3128	104564	28238
3129	104600	28205
3130	104633	28171
3131	104666	28138
3132	104703	28105
3133	104736	28072
3134	104772	28039
3135	104799	28004
3136	104831	27970
3137	104864	27937
3138	104896	27903
3139	104927	27869
3140	104963	27836
3141	104995	27802
3142	105026	27768
3143	105061	27735
3144	105094	27702
3145	105126	27668
3146	105159	27634
3147	105195	27602
3148	105234	27570
3149	105267	27536
3150	105301	27503
3151	105340	27471
3152	105374	27438
3153	105408	27404
3154	105443	27371
3155	105479	27339
3156	105513	27305
3157	105546	27272
3158	105579	27238
3159	105613	27205
3160	105646	27171
3161	105685	27140
3162	105737	27111
3163	105778	27079
3164	105826	27050
3165	105867	27018
3166	105907	26986
3167	105940	26953
3168	105971	26919
3169	106005	26885
3170	106040	26852
3171	106071	26818
3172	106102	26784
3173	106137	26751
3174	106169	26717
3175	106199	26683
3176	106231	26649
3177	106265	26616
3178	106295	26582
3179	106329	26548
3180	106362	26515
3181	106394	26481
3182	106426	26447
3183	106460	26414
3184	106496	26381
3185	106532	26348
3186	106562	26314
3187	106595	26281
3188	106628	26247
3189	106662	26214
3190	106696	26180
3191	106731	26147
3192	106767	26115
3193	106800	26081
3194	106832	26047
3195	106863	26013
3196	106896	25980
3197	106929	25946
3198	106961	25912
3199	106989	25878
3200	107022	25844
3201	107053	25810
3202	107084	25776
3203	107119	25743
3204	107154	25710
3205	107187	25676
3206	107221	25643
3207	107258	25611
3208	107291	25577
3209	107324	25543
3210	107409	25522
3211	107471	25496
3212	107518	25465
3213	107563	25435
3214	107603	25403
3215	107636	25369
