iter	RMSE
1509	0.3084594308
1510	0.3084219618
1511	0.308359491
1512	0.3082974227
1513	0.3082516028
1514	0.3081950945
1515	0.3081242098
1516	0.3080825564
1517	0.3080405043
1518	0.3079873632
1519	0.3079303335
1520	0.3079046532
1521	0.3078560205
1522	0.3078322379
1523	0.3077873284
1524	0.3077453425
1525	0.3076856836
1526	0.3076549207
1527	0.3076207864
1528	0.3075817607
1529	0.3075464436
1530	0.3075095425
1531	0.3074670737
1532	0.3074390636
1533	0.3073544879
1534	0.3072942832
1535	0.307289259
1536	0.3072584501
1537	0.3072144335
1538	0.3071754539
1539	0.3071371869
1540	0.3070728773
1541	0.3069911674
1542	0.3069205861
1543	0.3068776924
1544	0.3067944669
1545	0.3067493346
1546	0.3067044011
1547	0.3066816732
1548	0.3066296236
1549	0.3065839684
1550	0.3065334858
1551	0.3064875287
1552	0.3064502146
1553	0.3064010235
1554	0.3063502029
1555	0.306331192
1556	0.3062905823
1557	0.3062318021
1558	0.3061902089
1559	0.306123946
1560	0.3060875642
1561	0.3060244409
1562	0.3059767803
1563	0.3059349456
1564	0.3058790501
1565	0.305837097
1566	0.3057748517
1567	0.3057531114
1568	0.3057278651
1569	0.3056821057
1570	0.3056490243
1571	0.3056094274
1572	0.305546068
1573	0.3054997434
1574	0.3054679098
1575	0.3054160824
1576	0.3053788882
1577	0.3053092309
1578	0.3052864446
1579	0.3052496354
1580	0.3052413169
1581	0.3052292497
1582	0.3051414195
1583	0.3051079352
1584	0.3050290818
1585	0.3049912516
1586	0.3049618504
1587	0.3049220696
1588	0.304890327
1589	0.3048234232
1590	0.304750269
1591	0.3047182575
1592	0.3046799511
1593	0.304615307
1594	0.3045509538
1595	0.304506569
1596	0.3044661008
1597	0.3044263131
1598	0.304366124
1599	0.3043132701
1600	0.3042727788
1601	0.3042203305
1602	0.3041720561
1603	0.3041181284
1604	0.304091995
1605	0.3040281537
1606	0.303978336
1607	0.3039383777
1608	0.303920755
1609	0.3038794815
1610	0.3038348603
1611	0.3038041898
1612	0.3037782465
1613	0.303751024
1614	0.3037108234
1615	0.3036603501
1616	0.3035826399
1617	0.3035489139
1618	0.3035049748
1619	0.3034646847
1620	0.303418823
1621	0.3033460284
1622	0.3032926086
1623	0.303266661
1624	0.3032372302
1625	0.3032197257
1626	0.3031819485
1627	0.3031400489
1628	0.3030995454
1629	0.3030339511
1630	0.3029935331
1631	0.3029221047
1632	0.3028948371
1633	0.3028772585
1634	0.3028209866
1635	0.302797076
1636	0.3027332363
1637	0.302698854
1638	0.3026705565
1639	0.3026262427
1640	0.3025765557
1641	0.3025204432
1642	0.3024586517
1643	0.3024372874
1644	0.3023703249
1645	0.3023429327
1646	0.3022691082
1647	0.3022404931
1648	0.3022094879
1649	0.3021816268
1650	0.3021395545
1651	0.3020856321
1652	0.3020486983
1653	0.3020078467
1654	0.3019684194
1655	0.3019333627
1656	0.3018926934
1657	0.3018155643
1658	0.3017907073
1659	0.301756939
1660	0.3017122105
1661	0.3016879438
1662	0.3016170311
1663	0.3015690959
1664	0.3015424426
1665	0.3014515617
1666	0.3014000408
1667	0.3013587768
1668	0.3013199427
1669	0.3012785704
1670	0.301230706
1671	0.3011730723
1672	0.3011491632
1673	0.3011233078
1674	0.3010578176
1675	0.3010214135
1676	0.3009820513
1677	0.300943813
1678	0.3008889551
1679	0.3008648455
1680	0.300812913
1681	0.3007401865
1682	0.3007083921
1683	0.3006596952
1684	0.3006038663
1685	0.3005659052
1686	0.3004720415
1687	0.3004474184
1688	0.3004231223
1689	0.3003890054
1690	0.3003399729
1691	0.3002772856
1692	0.3001926784
1693	0.3001750828
1694	0.3001383835
1695	0.3000830397
1696	0.3000539402
1697	0.3000143892
1698	0.2999484592
1699	0.2999099277
1700	0.2998662227
1701	0.2998072044
1702	0.2997558526
1703	0.2997275212
1704	0.2996962215
1705	0.2996657591
1706	0.2996323199
1707	0.2995953613
1708	0.2995614036
1709	0.299535413
1710	0.2995068454
1711	0.2994458666
1712	0.29940858
1713	0.2993342366
1714	0.2993038957
1715	0.2992581481
1716	0.299215507
1717	0.2991774423
1718	0.2991322299
1719	0.2990692922
1720	0.2989959767
1721	0.2989779469
1722	0.2989090898
1723	0.2988803676
1724	0.2988445216
1725	0.298778256
1726	0.2987292359
1727	0.2986949047
1728	0.2986310937
1729	0.298619754
1730	0.2985659325
1731	0.298523393
1732	0.2984990098
1733	0.2984929486
1734	0.2984608251
1735	0.2984204821
1736	0.2983545238
1737	0.2983228253
1738	0.2982680468
1739	0.2982141817
1740	0.2981974192
1741	0.2981652128
1742	0.2981148609
1743	0.2980416256
1744	0.2979836352
1745	0.297954499
1746	0.2979237473
1747	0.2978819314
1748	0.2978236613
1749	0.2977749154
1750	0.297727631
1751	0.297701526
1752	0.2976484232
1753	0.2976077644
1754	0.2975591696
1755	0.2975291143
1756	0.2975042954
1757	0.2974814115
1758	0.297450714
1759	0.2973966023
1760	0.2973645991
1761	0.2973397109
1762	0.2973065922
1763	0.2972659775
1764	0.2971885291
1765	0.297130191
1766	0.2970915415
1767	0.297057719
1768	0.2969804962
1769	0.296956493
1770	0.2969104508
1771	0.2968638747
1772	0.296834005
1773	0.2967974152
1774	0.2967632522
1775	0.2967227289
1776	0.2966913647
1777	0.296671954
1778	0.2965874322
1779	0.2965575626
1780	0.2965014108
1781	0.296444046
1782	0.2964016002
1783	0.2963328368
1784	0.2962781348
1785	0.2962389371
1786	0.2962054725
1787	0.2961743913
1788	0.2961069766
1789	0.2960533879
1790	0.2960084079
1791	0.2959910186
1792	0.295959829
1793	0.2959367706
1794	0.295905294
1795	0.2958615608
1796	0.2958150178
1797	0.2957697406
1798	0.2956931477
1799	0.2956677598
1800	0.2956472305
1801	0.2955915419
1802	0.2955273875
1803	0.2954939777
1804	0.2954530134
1805	0.295409116
1806	0.2953527167
1807	0.2953301314
1808	0.2952763532
1809	0.2952311087
1810	0.2951960846
1811	0.2951643922
1812	0.2951319742
1813	0.2950756319
1814	0.2949831044
1815	0.2949440097
1816	0.2949191024
1817	0.2948891967
1818	0.2948425744
1819	0.2948044316
1820	0.2947649184
1821	0.2947456078
1822	0.2947070849
1823	0.2946648863
1824	0.2946234921
1825	0.2945872493
1826	0.294525309
1827	0.2945028117
1828	0.2944521592
1829	0.2944024253
1830	0.2943604291
1831	0.2942812602
1832	0.2942100476
1833	0.2941677677
1834	0.2941093732
1835	0.2940712718
1836	0.2940367403
1837	0.2939888709
1838	0.2939527334
1839	0.2939051448
1840	0.2938355991
1841	0.2937942825
1842	0.2937544209
1843	0.2937288079
1844	0.293676973
1845	0.2936407615
1846	0.2936051705
1847	0.293586047
1848	0.2935546058
1849	0.2935038744
1850	0.2934937804
1851	0.2934630702
1852	0.2933896829
1853	0.2933564722
1854	0.2933169639
1855	0.2932832807
1856	0.2932405615
1857	0.2932162371
1858	0.2931563601
1859	0.2931076007
1860	0.2930575639
1861	0.2930208174
1862	0.2929754303
1863	0.2929191261
1864	0.292894271
1865	0.2928279545
1866	0.2927955604
1867	0.2927374606
1868	0.2926920764
1869	0.2926648465
1870	0.2926486204
1871	0.2926281053
1872	0.2925896122
1873	0.2925696651
1874	0.2925272707
1875	0.2924788033
1876	0.2924412852
1877	0.2924147791
1878	0.2923876028
1879	0.2923680224
1880	0.2923138705
1881	0.2922629165
1882	0.2922060918
1883	0.2921666935
1884	0.2921514966
1885	0.2921239442
1886	0.2921058675
1887	0.2920471238
1888	0.292002035
1889	0.2919793048
1890	0.2919414274
1891	0.2919092452
1892	0.2918720637
1893	0.2918028808
1894	0.2917378647
1895	0.2916719085
1896	0.2916190176
1897	0.2915837035
1898	0.2915286302
1899	0.2914702724
1900	0.2914377686
1901	0.2914096348
1902	0.2913744036
1903	0.2913458274
1904	0.291331014
1905	0.2913064848
1906	0.2912675766
1907	0.2912058484
1908	0.2911657214
1909	0.2911473364
1910	0.2911218466
1911	0.2910750078
1912	0.2910378096
1913	0.2909980517
1914	0.2909632301
1915	0.2909372338
1916	0.290891431
1917	0.2908543415
1918	0.2908067422
1919	0.2907767061
1920	0.2907262069
1921	0.2906835145
1922	0.2906658446
1923	0.2906215829
1924	0.2905893274
1925	0.290557536
1926	0.2905106386
1927	0.2904830699
1928	0.2904115807
1929	0.2903818935
1930	0.2903333661
1931	0.2903092623
1932	0.2902575104
1933	0.2902333133
1934	0.290139509
1935	0.2901069358
1936	0.2900765933
1937	0.2900257757
1938	0.2899799396
1939	0.2899456705
1940	0.2898963131
1941	0.2898605701
1942	0.2898520966
1943	0.2898136163
1944	0.2897371041
1945	0.2897116927
1946	0.289671379
1947	0.289630918
1948	0.289607358
1949	0.2895735419
1950	0.2895363041
1951	0.289485407
1952	0.2894525634
1953	0.28940897
1954	0.2893746169
1955	0.2893470136
1956	0.2892961674
1957	0.2892538456
1958	0.2892300898
1959	0.2892145217
1960	0.2891880607
1961	0.2891450602
1962	0.2891196273
1963	0.2890644949
1964	0.2889735682
1965	0.2889512358
1966	0.2889178305
1967	0.2888854935
1968	0.2888653592
1969	0.2888459453
1970	0.2888037696
1971	0.2887294252
1972	0.2886845938
1973	0.2886683675
1974	0.2886339019
1975	0.2886012417
1976	0.2885399798
1977	0.2884811433
1978	0.2884445459
1979	0.2884115962
1980	0.2883766823
1981	0.2883299892
1982	0.2882975498
1983	0.2882438748
1984	0.2882270279
1985	0.2881972598
1986	0.288147537
1987	0.2881311482
1988	0.2880921375
1989	0.2880416542
1990	0.2880036081
1991	0.2879644119
1992	0.2879418923
1993	0.2878961583
1994	0.2878606093
1995	0.2878243791
1996	0.2877938042
1997	0.2877431001
1998	0.2877200348
1999	0.2876728073
2000	0.2876157301
2001	0.2875824665
2002	0.287543332
2003	0.2874972108
2004	0.2874719114
2005	0.2874263102
2006	0.2873906005
2007	0.2873612711
2008	0.2873265923
2009	0.287305473
2010	0.2872642644
2011	0.2872102519
2012	0.2871633802
2013	0.2871371433
2014	0.2870962488
2015	0.2870852644
2016	0.2870215549
2017	0.2869462321
2018	0.2868945663
2019	0.2868672911
2020	0.2868260943
2021	0.2867967476
2022	0.2867638504
2023	0.2867327928
2024	0.2866792145
2025	0.2866305654
2026	0.2866070095
2027	0.2865636717
2028	0.2865169783
2029	0.2864999099
2030	0.2864378088
2031	0.2864134898
2032	0.286355151
2033	0.2863248066
2034	0.2862882542
2035	0.2862504779
2036	0.2862124119
2037	0.2861835282
2038	0.2861196539
2039	0.2860946529
2040	0.2860493851
2041	0.2860232202
2042	0.2859618028
2043	0.2859201769
2044	0.2858833571
2045	0.2858639677
2046	0.2858476014
2047	0.2858112932
2048	0.2857632139
2049	0.2857435836
2050	0.2857073857
2051	0.2856591186
2052	0.2856180053
2053	0.2855796289
2054	0.2855457796
2055	0.28551632
2056	0.285452128
2057	0.2854142108
2058	0.2853599631
2059	0.2853402309
2060	0.2852838461
2061	0.2852442272
2062	0.2852232406
2063	0.2851923414
2064	0.2851617893
2065	0.2851193144
2066	0.285075833
2067	0.2850671453
2068	0.2850495404
2069	0.2849915975
2070	0.2849404375
2071	0.2849019787
2072	0.2848864123
2073	0.2848579379
2074	0.2848315086
2075	0.2848037633
2076	0.2847657299
2077	0.2847289024
2078	0.2846698617
2079	0.2846286684
2080	0.2846021206
2081	0.2845767676
2082	0.2845431179
2083	0.2845033888
2084	0.2844408937
2085	0.2844197579
2086	0.2843788564
2087	0.2843275641
2088	0.2842900093
2089	0.2842406693
2090	0.2841955211
2091	0.2841679568
2092	0.2841494585
2093	0.2841282025
2094	0.2840845105
2095	0.2840349522
2096	0.2839904063
2097	0.283984211
2098	0.2839456058
2099	0.2838857933
2100	0.2838220498
2101	0.2837563911
2102	0.2837129138
2103	0.2836710895
2104	0.2836370206
2105	0.2836192064
2106	0.2835823356
2107	0.2835684272
2108	0.2835467051
2109	0.2834992532
2110	0.2834513868
2111	0.2834329687
2112	0.2833747764
2113	0.2833556482
2114	0.2832799421
2115	0.283252915
2116	0.2831956866
2117	0.2831658373
2118	0.2831424615
2119	0.2831264169
2120	0.2830681788
2121	0.2830145486
2122	0.2829882214
2123	0.2829413396
2124	0.2829222924
2125	0.2828591164
2126	0.282805868
2127	0.2827890116
2128	0.2827577617
2129	0.2827115127
2130	0.2826915438
2131	0.282652495
2132	0.282620615
2133	0.2825691093
2134	0.2825395589
2135	0.2825112571
2136	0.2824863064
2137	0.2824422186
2138	0.2823955468
2139	0.2823713751
2140	0.2823577706
2141	0.2823088338
2142	0.2822536658
2143	0.2822249249
2144	0.2822079066
2145	0.2821898714
2146	0.2821390643
2147	0.2820984828
2148	0.282061745
2149	0.2820255616
2150	0.2819926888
2151	0.2819449824
2152	0.2818846096
2153	0.2818559683
2154	0.2818294643
2155	0.281795841
2156	0.2817423105
2157	0.2816945069
2158	0.2816477309
2159	0.2816048482
2160	0.2815847464
2161	0.2815278274
2162	0.2814766276
2163	0.2814420794
2164	0.2814201763
2165	0.2813651421
2166	0.2813323042
2167	0.2813161019
2168	0.2812571002
2169	0.2812298047
2170	0.2812009179
2171	0.2811568197
2172	0.2811050859
2173	0.2810666699
2174	0.2810176696
2175	0.2809914075
2176	0.2809545122
2177	0.2809272465
2178	0.2809030951
2179	0.280884754
2180	0.2808347252
2181	0.2808011204
2182	0.2807697134
2183	0.280744834
2184	0.2806955558
2185	0.2806711498
2186	0.2806297199
2187	0.28059485
2188	0.2805742563
2189	0.2805392936
2190	0.2805029798
2191	0.2804654532
2192	0.2803750565
2193	0.2803321464
2194	0.2803052542
2195	0.2802643669
2196	0.280232559
2197	0.2802048929
2198	0.2801844938
2199	0.2801428342
2200	0.2800966271
2201	0.2800531262
2202	0.2800192179
2203	0.2799883001
2204	0.2799476372
2205	0.2799149768
2206	0.2798787617
2207	0.2798571231
2208	0.2798098591
2209	0.2797409233
2210	0.2796910842
2211	0.2796423177
2212	0.2796070869
2213	0.2795476525
2214	0.2795142755
2215	0.2794622373
2216	0.2794310989
2217	0.2793985705
2218	0.2793836458
2219	0.2793261155
2220	0.2792970047
2221	0.279237644
2222	0.2791886434
2223	0.2791444004
2224	0.2790911624
2225	0.2790624863
2226	0.2790159548
2227	0.2789744148
2228	0.2789497772
2229	0.2788956789
2230	0.2788750183
2231	0.2788482419
2232	0.2788180868
2233	0.2787818908
2234	0.2787519151
2235	0.2787395666
2236	0.2787140225
2237	0.2786756531
2238	0.2786356533
2239	0.2786161021
2240	0.2785920128
2241	0.278564189
2242	0.2785153449
2243	0.2784876401
2244	0.2784553525
2245	0.2784315949
2246	0.2784146112
2247	0.2783891327
2248	0.2783639934
2249	0.2783293133
2250	0.2782679074
2251	0.2782573295
2252	0.2782106461
2253	0.2781636799
2254	0.278120795
2255	0.2780679071
2256	0.2780240272
2257	0.2779823224
2258	0.277940926
2259	0.2779106996
2260	0.2778678534
2261	0.2778363081
2262	0.2778073515
2263	0.2777762708
2264	0.2777421792
2265	0.2776815876
2266	0.2776491703
2267	0.2776233557
2268	0.2775831467
2269	0.2775617662
2270	0.2775382873
2271	0.2774800379
2272	0.2774390224
2273	0.2773862411
2274	0.2773425677
2275	0.2773071256
2276	0.2772591714
2277	0.2772214895
2278	0.2771863393
2279	0.2771449382
2280	0.2771066921
2281	0.2770649688
2282	0.2770533931
2283	0.2770042558
2284	0.2769572503
2285	0.2769192195
2286	0.2768569971
2287	0.2768230959
2288	0.2767744041
2289	0.2767424603
2290	0.2766914643
2291	0.2766416373
2292	0.2765839818
2293	0.276558058
2294	0.2765310444
2295	0.2764925755
2296	0.2764631427
2297	0.2764236182
2298	0.276375838
2299	0.2763472598
2300	0.2763167472
2301	0.2762704163
2302	0.2762365445
2303	0.2761986184
2304	0.2761594922
2305	0.2761356488
2306	0.2761004674
2307	0.2760645637
2308	0.2760229511
2309	0.2759906223
2310	0.2759715895
2311	0.2759078671
2312	0.2758801613
2313	0.2758355761
2314	0.2757990578
2315	0.2757565257
2316	0.2757044227
2317	0.2756644684
2318	0.2756269544
2319	0.2755942288
2320	0.275539092
2321	0.275479579
2322	0.2754498249
2323	0.2754187708
2324	0.2753813881
2325	0.2753415077
2326	0.2752956189
2327	0.2752709911
2328	0.2752205782
2329	0.275164288
2330	0.2751289031
2331	0.2750622172
2332	0.2750383058
2333	0.275011292
2334	0.2749622175
2335	0.274947026
2336	0.2748912544
2337	0.2748487557
2338	0.2748324942
2339	0.2748098676
2340	0.2747783624
2341	0.2747368128
2342	0.2747070045
2343	0.2746400105
2344	0.2746146365
2345	0.274585376
2346	0.2745517693
2347	0.2745020157
2348	0.2744647627
2349	0.2744478441
2350	0.2744082438
2351	0.2743679822
2352	0.2743353018
2353	0.2743105809
2354	0.2742752077
2355	0.2742304033
2356	0.2741950753
2357	0.2741544482
2358	0.2740922017
2359	0.2740590677
2360	0.2740379221
2361	0.2739953049
2362	0.2739665024
2363	0.2739043375
2364	0.2738631937
2365	0.2738164652
2366	0.2737591218
2367	0.2737154688
2368	0.2736566262
2369	0.2736145752
2370	0.2735897135
2371	0.2735508946
2372	0.2735158766
2373	0.2734568252
2374	0.2734177921
2375	0.2733964856
2376	0.2733837648
2377	0.2733521919
2378	0.2733055471
2379	0.2732355823
2380	0.2732058021
2381	0.2731871551
2382	0.2731355174
2383	0.2731131144
2384	0.2730709802
2385	0.2730463556
2386	0.2729967286
2387	0.2729267202
2388	0.2728889772
2389	0.272865207
2390	0.2728405491
2391	0.2728215511
2392	0.2728060872
2393	0.2727637148
2394	0.2727054012
2395	0.2726694397
2396	0.272636287
2397	0.2726132333
2398	0.2725813864
2399	0.2725363689
2400	0.272507464
2401	0.2724363596
2402	0.2724028543
2403	0.2723554521
2404	0.2723377782
2405	0.2723354566
2406	0.2723141892
2407	0.2722828664
2408	0.2722381636
2409	0.2722068993
2410	0.2721799051
2411	0.2721562707
2412	0.272106584
2413	0.2720572081
2414	0.2720384915
2415	0.2719795205
2416	0.2719590388
2417	0.2719026147
2418	0.2718489277
2419	0.2718073529
2420	0.2717654161
2421	0.2717203004
2422	0.2716581101
2423	0.271596481
2424	0.2715547642
2425	0.271516163
2426	0.2714829098
2427	0.2714556985
2428	0.2714362582
2429	0.2714047604
2430	0.2713891674
2431	0.2713530289
2432	0.2713196182
2433	0.2712911754
2434	0.2712514547
2435	0.2712308462
2436	0.2711735149
2437	0.2711516628
2438	0.2711326894
2439	0.2710755998
2440	0.271026224
2441	0.2710071012
2442	0.2709821671
2443	0.2709560602
2444	0.2709268874
2445	0.2708871653
2446	0.2708529451
2447	0.2708181454
2448	0.2707899963
2449	0.2707571349
2450	0.2707162827
2451	0.2706949779
2452	0.2706634692
2453	0.2706288329
2454	0.2705639035
2455	0.2705409429
2456	0.2704919822
2457	0.2704598709
2458	0.2704185419
2459	0.2703891127
2460	0.270354796
2461	0.2703434245
2462	0.2702946655
2463	0.2702593767
2464	0.2702112016
2465	0.2701701186
2466	0.2701208875
2467	0.2700622678
2468	0.2700075927
2469	0.2699555442
2470	0.2699144919
2471	0.2698909351
2472	0.2698595239
2473	0.2698115119
2474	0.2697852989
2475	0.2697369834
2476	0.269689282
2477	0.2696568174
2478	0.2696357853
2479	0.2695778334
2480	0.2695287357
2481	0.2694865207
2482	0.2694325447
2483	0.2693968589
2484	0.2693423788
2485	0.2692846329
2486	0.2692574683
2487	0.2692353433
2488	0.2692004581
2489	0.2691763177
2490	0.269142299
2491	0.2690978072
2492	0.2690705686
2493	0.2690504976
2494	0.269028391
2495	0.2690148072
2496	0.2689989389
2497	0.2689700597
2498	0.2689568509
2499	0.2689242334
2500	0.2688888599
2501	0.2688463922
2502	0.2688148082
2503	0.2687893195
2504	0.2687338278
2505	0.2686671928
2506	0.268629756
2507	0.2686125949
2508	0.2685755564
2509	0.2685636944
2510	0.2685362516
2511	0.2685080942
2512	0.2684429323
2513	0.2684234542
2514	0.2683842206
2515	0.268364333
2516	0.2683229234
2517	0.2683065704
2518	0.2682944499
2519	0.2682522951
2520	0.2681934549
2521	0.2681661974
2522	0.2681104797
2523	0.2680774459
2524	0.268059635
2525	0.2680383913
2526	0.2680109526
2527	0.2679813948
2528	0.2679189416
2529	0.2678899348
2530	0.2678734098
2531	0.2678561978
2532	0.2678350376
2533	0.2678019665
2534	0.267767033
2535	0.2677244615
2536	0.2676686397
2537	0.2676311945
2538	0.2676199969
2539	0.2675745607
2540	0.267553309
2541	0.2675116738
2542	0.2674963013
2543	0.2674696543
2544	0.2674351433
2545	0.2674007098
2546	0.2673539873
2547	0.2673115471
2548	0.2672759415
2549	0.2672520257
2550	0.2672196213
2551	0.267161698
2552	0.2671288184
2553	0.2671112737
2554	0.2670606013
2555	0.2670340079
2556	0.266991217
2557	0.2669150307
2558	0.2668789693
2559	0.2668450412
2560	0.2668094042
2561	0.2667808423
2562	0.2667508091
2563	0.2667153531
2564	0.2667021783
2565	0.2666605538
2566	0.2666389166
2567	0.2666170716
2568	0.2666007313
2569	0.2665498215
2570	0.2665070698
2571	0.2664612883
2572	0.2664381736
2573	0.2664016791
2574	0.2663854343
2575	0.2663436958
2576	0.2663167311
2577	0.2662810861
2578	0.2662511787
2579	0.2662045847
2580	0.2661646821
2581	0.2661423796
2582	0.2661071159
2583	0.2660838613
2584	0.2660665231
2585	0.2660526772
2586	0.2660279282
2587	0.2659845932
2588	0.2659548511
2589	0.2658835836
2590	0.2658596757
2591	0.2658252272
2592	0.2658080627
2593	0.2657736103
2594	0.2657587066
2595	0.265699727
2596	0.2656286212
2597	0.2655952709
2598	0.2655654758
2599	0.2655428691
2600	0.2655028612
2601	0.2654712586
2602	0.2654220862
2603	0.2654060242
2604	0.2653580079
2605	0.2653433128
2606	0.2653207148
2607	0.2652729136
2608	0.2652374478
2609	0.2652079918
2610	0.265181829
2611	0.26514379
2612	0.2651259205
2613	0.2650926626
2614	0.2650384707
2615	0.2650255729
2616	0.2649961581
2617	0.2649848992
2618	0.2649334364
2619	0.2648745308
2620	0.2648478463
2621	0.264814728
2622	0.264784587
2623	0.2647655611
2624	0.2647337955
2625	0.264696198
2626	0.264659592
2627	0.2646391459
2628	0.2646296816
2629	0.2646055195
2630	0.2645745246
2631	0.2645407261
2632	0.2644944066
2633	0.2644620734
2634	0.264437365
2635	0.2644046297
2636	0.2643696369
2637	0.2643246888
2638	0.2643127113
2639	0.26427316
2640	0.2642547681
2641	0.2642287348
2642	0.2642081527
2643	0.2641895075
2644	0.2641539977
2645	0.2641180412
2646	0.2640719216
2647	0.2640574185
2648	0.2640292289
2649	0.264011651
2650	0.2639786415
2651	0.2639485525
2652	0.2639225651
2653	0.2638964696
2654	0.2638465762
2655	0.2637974854
2656	0.2637396785
2657	0.2637216795
2658	0.2636808206
2659	0.2636638947
2660	0.2636388328
2661	0.263615403
2662	0.2635576536
2663	0.2635374687
2664	0.2634843189
2665	0.2634677439
2666	0.2634000984
2667	0.2633580605
2668	0.2633307816
2669	0.263296215
2670	0.2632499722
2671	0.2632263442
2672	0.2631868583
2673	0.2631444114
2674	0.2631165076
2675	0.263071584
2676	0.2630418151
2677	0.263012821
2678	0.2629528471
2679	0.2629088326
2680	0.2628819404
2681	0.2628212261
2682	0.2627858746
2683	0.2627678998
2684	0.2627233637
2685	0.2626902137
2686	0.26265524
2687	0.2626535376
2688	0.2626141013
2689	0.2625866352
2690	0.2625494573
2691	0.2625294608
2692	0.262485007
2693	0.2624579089
2694	0.2624328086
2695	0.2623890631
2696	0.2623632079
2697	0.2623286155
2698	0.2622995433
2699	0.2622645391
2700	0.262229437
2701	0.2621693763
2702	0.2621244979
2703	0.2621083608
2704	0.2620757045
2705	0.2620604205
2706	0.2620253566
2707	0.2619792441
2708	0.261966414
2709	0.2619428362
2710	0.2618975283
2711	0.261878065
2712	0.2618425708
2713	0.2618192045
2714	0.261759291
2715	0.2617437357
2716	0.261699446
2717	0.2616697179
2718	0.2616354552
2719	0.2615961313
2720	0.261589886
2721	0.2615628781
2722	0.2615375254
2723	0.2614998294
2724	0.2614864422
2725	0.2614341803
2726	0.2614109384
2727	0.2613692327
2728	0.2613360613
2729	0.2613125301
2730	0.2612823819
2731	0.261256891
2732	0.2612074616
2733	0.2611688978
2734	0.2611421891
2735	0.2610868169
2736	0.2610379122
2737	0.2610103139
2738	0.2609742735
2739	0.2609528697
2740	0.2609205517
2741	0.2608994303
2742	0.260868731
2743	0.260831531
2744	0.26080969
2745	0.2607785907
2746	0.2607471451
2747	0.2607044941
2748	0.2606850528
2749	0.260656921
2750	0.2606132624
2751	0.2605721432
2752	0.2605406118
2753	0.2605204389
2754	0.2604821343
2755	0.2604452555
2756	0.2604047093
2757	0.2603681582
2758	0.2603361266
2759	0.2602953167
2760	0.2602616422
2761	0.2602408676
2762	0.2601916826
2763	0.2601571435
2764	0.2601155499
2765	0.2600956199
2766	0.2600772195
2767	0.2600298099
2768	0.2600050514
2769	0.2599766744
2770	0.2599472231
2771	0.2599189668
2772	0.2598938567
2773	0.2598639126
2774	0.259820223
2775	0.2597644694
2776	0.2597228289
2777	0.2596948701
2778	0.2596586972
2779	0.2596274021
2780	0.2595907908
2781	0.2595431663
2782	0.2595168821
2783	0.2594986472
2784	0.2594795643
2785	0.2594482927
2786	0.2594092815
2787	0.2593853754
2788	0.2593532628
2789	0.2593164923
2790	0.2592703046
2791	0.2592426512
2792	0.259204575
2793	0.2591565448
2794	0.2591272376
2795	0.2591050061
2796	0.2590745989
2797	0.2590219007
2798	0.2589748773
2799	0.2589567167
2800	0.2589253957
2801	0.258888976
2802	0.2588564629
2803	0.2588244799
2804	0.2588092041
2805	0.2587756856
2806	0.258731155
2807	0.2586778876
2808	0.2586544224
2809	0.2586042725
2810	0.2585738972
2811	0.2585495847
2812	0.2585179631
2813	0.2584862236
2814	0.2584147732
2815	0.2583771548
2816	0.2583264776
2817	0.2582950036
2818	0.2582800294
2819	0.2582592535
2820	0.258235926
2821	0.2582001705
2822	0.2581838895
2823	0.2581643545
2824	0.2581465834
2825	0.2581232436
2826	0.2580903246
2827	0.2580672733
2828	0.2580327992
2829	0.2580032489
2830	0.2579881884
2831	0.2579517737
2832	0.2579290927
2833	0.2579084456
2834	0.2578736873
2835	0.2578545278
2836	0.257828645
2837	0.2578040316
2838	0.257773432
2839	0.2577443137
2840	0.2576900242
2841	0.2576460807
2842	0.2576228173
2843	0.2575688312
2844	0.2575414239
2845	0.2575076376
2846	0.2574674606
2847	0.2574264451
2848	0.2573958075
2849	0.2573603765
2850	0.2573341536
2851	0.2573088023
2852	0.2572925953
2853	0.2572816627
2854	0.2572488218
2855	0.2572299624
2856	0.2572100858
2857	0.2571835265
2858	0.2571414509
2859	0.2571076875
2860	0.2570592146
2861	0.2570131857
2862	0.2569925407
2863	0.2569496602
2864	0.2569332889
2865	0.2568911519
2866	0.2568546372
2867	0.2568216629
2868	0.2567861555
2869	0.2567675407
2870	0.2567408373
2871	0.256699078
2872	0.256666945
2873	0.2566244675
2874	0.25658897
2875	0.2565632114
2876	0.256536762
2877	0.2565028641
2878	0.2564790445
2879	0.2564363939
2880	0.2563969132
2881	0.2563617662
2882	0.2563240566
2883	0.2562945679
2884	0.2562486477
2885	0.2562241497
2886	0.2561917472
2887	0.2561766746
2888	0.2561296114
2889	0.2560877977
2890	0.2560662229
2891	0.2560123522
2892	0.2559500369
2893	0.2559260503
2894	0.2559001026
2895	0.2558518296
2896	0.2558332187
2897	0.2557901186
2898	0.2557658412
2899	0.255742489
2900	0.2556984642
2901	0.2556763786
2902	0.2556538485
2903	0.2556151828
2904	0.255583619
2905	0.2555330771
2906	0.255502629
2907	0.2554649828
2908	0.2554279348
2909	0.2554003234
2910	0.25537204
2911	0.2553459147
2912	0.2553064633
2913	0.2552912822
2914	0.2552539964
2915	0.2552244342
2916	0.255200571
2917	0.2551514538
2918	0.2551003076
2919	0.255057033
2920	0.2550464241
2921	0.255016344
2922	0.2549984232
